PCA_1,PCA_2,PCA_3,phenotype
1.359189570078596,1.5029619358167896,2.3848305809245316,wt
1.3590190179696977,1.5116114536306342,2.367567701147082,wt
1.357723426127809,1.5249827814065022,2.343346371602267,wt
1.3587901230005652,1.5037955638104368,2.361277075924525,wt
1.3575260034811372,1.4799499533801634,2.374494548013463,wt
1.3504621743943916,1.4737323065960248,2.350164446793983,wt
1.3449017503566334,1.4786935474983802,2.3231464396397796,wt
1.3398500325332712,1.4858007092359669,2.2964942996781286,wt
1.3350590566919998,1.4939395925592647,2.270077434506699,wt
1.3304386288510002,1.5027033063109168,2.2438518950939903,wt
1.3259269902680602,1.5118831298030282,2.2177342916690925,wt
1.3214911138058936,1.5213349766133166,2.191708641129483,wt
1.3171076511044195,1.5309866775341456,2.1657391076607087,wt
1.3127648434539436,1.5407870130400791,2.1398200230813105,wt
1.3084541047363332,1.550702566581405,2.113943989067719,wt
1.3041679935749657,1.5607123911709124,2.088097997562922,wt
1.299900698803013,1.5708014791777898,2.0622708354618324,wt
1.2956519525575316,1.5809480912694311,2.036479587121255,wt
1.2914147046056084,1.591151117531715,2.010696522756072,wt
1.2871888223071297,1.6013961524295652,1.9849332668273958,wt
1.2829716636800443,1.6116771528920706,1.9591842834832012,wt
1.2787607893717425,1.6219893795255929,1.933443826735786,wt
1.2745548542964524,1.6323267515263469,1.9077117732561677,wt
1.2703525312305113,1.6426841361328475,1.8819873285452762,wt
1.2661527185910146,1.653056590719435,1.856270506614467,wt
1.2619539172368262,1.663440704859725,1.8305584824954204,wt
1.2577548146333164,1.6738329952139124,1.804849311790935,wt
1.253554263140267,1.684229814257091,1.779141923502464,wt
1.249351110830249,1.6946276415966945,1.7534351978763671,wt
1.2451441871296507,1.7050230004385103,1.7277279882581718,wt
1.2409322870774655,1.7154123785208217,1.7020191361687047,wt
1.2367141552205674,1.725792145024081,1.6763074914690894,wt
1.2324884702045336,1.7361584545017141,1.6505919502239663,wt
1.2282538313534836,1.7465071273955872,1.6248715253255805,wt
1.2240087490056948,1.7568334939759715,1.5991454695001341,wt
1.2197505776690651,1.7671347490467242,1.573407058581791,wt
1.21547779817605,1.777404124160788,1.5476577044389934,wt
1.2111886882739213,1.7876337875026398,1.5218992397419808,wt
1.206880027789889,1.7978174206962474,1.496126674588703,wt
1.2025474387665431,1.8079486213019282,1.4703310632551445,wt
1.1981887375411973,1.8180121316763715,1.4445204284074413,wt
1.1937977541314895,1.8279968400841693,1.4186844734284398,wt
1.1893672267661233,1.8378881585366555,1.3928133162280794,wt
1.184892281993093,1.847669347623392,1.366912751676569,wt
1.180366151338801,1.857328469181365,1.3409807477206377,wt
1.175777796276241,1.8668584698248365,1.3149977195228422,wt
1.1711223335042398,1.8762350224809035,1.288986708206613,wt
1.166384607712505,1.885450022882349,1.2629217944280349,wt
1.1615544921756282,1.8944802784054655,1.2368149998836657,wt
1.1566152896762827,1.9033105717983305,1.2106528366327602,wt
1.1515535650654591,1.9119162755069257,1.184449229518195,wt
1.146348925145472,1.9202834387658594,1.158190140760083,wt
1.140984334829007,1.928394295770172,1.1318838661661867,wt
1.1354419581089208,1.9362395629284392,1.105532826940042,wt
1.1297078025053084,1.9438177872892155,1.0791469199783392,wt
1.1237721638017826,1.9511416121832785,1.0527337401152903,wt
1.1176334367101566,1.9582379728468546,1.0263045552948487,wt
1.11129952965956,1.965148124705984,0.9998722189075915,wt
1.1047875711282464,1.9719245632937852,0.9734485576500619,wt
1.0981222049264334,1.978624946032275,0.9470437335735696,wt
1.0913323710493255,1.9853055090409677,0.9206651968012084,wt
1.084447636805507,1.9920155572511395,0.8943171567492376,wt
1.0774817968667012,1.9987759008282293,0.86800523488234,wt
1.0704177982194454,2.0055709174091385,0.8417280856160696,wt
1.0632380662646914,2.0123839144312408,0.8154861883127477,wt
1.0559269013282646,2.0192007339026037,0.7892809232779884,wt
1.0484700003182108,2.0260087215783873,0.7631153137882767,wt
1.040853271970408,2.032796789317029,0.7369915794618744,wt
1.033061895971617,2.039555441481452,0.7109094295643216,wt
1.0250830465658298,2.0462738285640807,0.6848762318938612,wt
1.0169010073728293,2.052943479625409,0.6588916562363201,wt
1.0085014995532335,2.0595542184604043,0.6329627179802231,wt
0.9998680548529999,2.0660967910685564,0.6070929035211767,wt
0.9909836839906625,2.0725611362546243,0.5812883028356804,wt
0.9818301364222153,2.0789366278297625,0.5555561033599851,wt
0.972387317157382,2.0852121027272985,0.5299038676013627,wt
0.9626335550425811,2.091375265313659,0.504341307026087,wt
0.9525444415062694,2.0974129828849724,0.47887834797789725,wt
0.9420939502170362,2.1033100984753443,0.4535292954280272,wt
0.931252111685895,2.1090502346745703,0.42830849814024596,wt
0.9199861000708941,2.1146144736294614,0.4032348484508451,wt
0.908258699135618,2.119981402546535,0.3783302297255196,wt
0.8960343997636109,2.1251285320185946,0.3536203638205387,wt
0.8833039322576586,2.130045363416658,0.32911793678043355,wt
0.8700719736497023,2.1347248135193237,0.3048367578321378,wt
0.8563429243408489,2.1391606397729275,0.2807872745420715,wt
0.8421225001423858,2.1433467877736905,0.2569797107819524,wt
0.827417735194033,2.147277433884665,0.23342391915174965,wt
0.8122369718344141,2.150947021463679,0.2101292387969287,wt
0.7965898389853128,2.1543502899162053,0.1871043609141711,wt
0.7804872210735198,2.157482296000216,0.16435720383629882,wt
0.7639407739685915,2.160338499304175,0.14189420539866926,wt
0.7469625547276286,2.1629147681578997,0.11971991190420875,wt
0.729568213014979,2.1652069096794175,0.09784104937382589,wt
0.711770353932038,2.167211580383893,0.0762580163764387,wt
0.6935867462253897,2.168925181109657,0.05497518353039544,wt
0.6750332704468834,2.170344684283251,0.033992163490278164,wt
0.6561266211322773,2.171467208528923,0.013307242069091096,wt
0.6368858206353057,2.1722899194303436,-0.007081092394253212,wt
0.6173296607819908,2.1728101454102777,-0.02717704370537044,wt
0.59747701659387,2.1730259112466976,-0.046985509128151706,wt
0.5773430710440443,2.1729395202095088,-0.06650864835199001,wt
0.5569415753968148,2.172555955667352,-0.08575009544936744,wt
0.5362898304272538,2.17188179598312,-0.10471357024717928,wt
0.5154044439635054,2.1709251824243565,-0.12340696580738578,wt
0.4943031763263859,2.1696958385854,-0.14184057050777235,wt
0.47300505649518776,2.16820509673733,-0.1600269879699472,wt
0.45153014485605325,2.166465893096338,-0.17798134146005495,wt
0.4298983910959763,2.1644926524667434,-0.19572216817106894,wt
0.4081305508002128,2.1623013199186385,-0.21327055921116975,wt
0.38624857152928455,2.1599093838298713,-0.23064979333940086,wt
0.36427447565216836,2.157335729627067,-0.24788615089036123,wt
0.34223087028408106,2.154600646554772,-0.26500839804375037,wt
0.32014065369248185,2.151725748694948,-0.2820479112562238,wt
0.2980277406085583,2.1487340048528716,-0.299037958138341,wt
0.27590659532480155,2.145638885153424,-0.315998436775191,wt
0.25376530259824814,2.142426338603341,-0.33291017191355543,wt
0.23158649752513577,2.13907715139874,-0.34974715237748416,wt
0.20935428313028778,2.1355717397240648,-0.3664806386414725,wt
0.18705096777333088,2.1318896830462064,-0.38308166492232404,wt
0.16466038021722257,2.1280102855924636,-0.3995185999991584,wt
0.14216515712610364,2.1239121865870505,-0.4157592561200772,wt
0.11954990850994461,2.1195739916398515,-0.4317687085476978,wt
0.0967993719580796,2.1149740635259726,-0.447510852753931,wt
0.07389929408921558,2.1100908120672703,-0.46294802084611253,wt
0.05083718268755001,2.1049030240569317,-0.47804081318053704,wt
0.027602461241411105,2.0993901163008695,-0.49274844322098205,wt
0.00418662451260708,2.0935324149182564,-0.5070291551683417,wt
-0.019412758090090878,2.0873151200719526,-0.5208481619923977,wt
-0.04318105216306147,2.080740416006789,-0.5342045780227781,wt
-0.06709941737911468,2.07381589636881,-0.5471087408451923,wt
-0.09114942690704064,2.066550158452661,-0.5595732177237882,wt
-0.11531326556787137,2.0589526527738724,-0.5716126037655241,wt
-0.13957389536030718,2.0510335294859243,-0.5832432932915071,wt
-0.1639151008723389,2.042803516286187,-0.5944831952259538,wt
-0.1883217213573192,2.034273730065141,-0.605351545597033,wt
-0.21277972109279777,2.025455536428335,-0.6158686527406851,wt
-0.23727613978315565,2.016360455370752,-0.6260556137991767,wt
-0.26179913936111937,2.0070000388680995,-0.6359341005120356,wt
-0.28633750468482316,1.9973859685019375,-0.6455259575845664,wt
-0.3108817224342697,1.9875295480466562,-0.6548534494795002,wt
-0.33542359152946205,1.9774425781157805,-0.6639384748736298,wt
-0.35995595424338284,1.9671391995478715,-0.6728018880770988,wt
-0.3844745394484221,1.9566334348778114,-0.6814654823987134,wt
-0.40897412852047343,1.9459402037975961,-0.6899505433901199,wt
-0.4334513471734141,1.9350739256180496,-0.6982785480219997,wt
-0.4579036508856807,1.924048742636036,-0.7064705398348811,wt
-0.4823287128498607,1.9128786254168775,-0.7145467220171052,wt
-0.5067249045342634,1.9015770137793553,-0.7225264657187416,wt
-0.5310913057785063,1.8901566849989464,-0.7304281981046871,wt
-0.555427716927247,1.8786296447360533,-0.7382693319806692,wt
-0.579732193968948,1.8670082302786484,-0.7460654386865209,wt
-0.6040069349427439,1.8553022491745321,-0.7538321306805117,wt
-0.6282499670901691,1.8435229234039032,-0.761582410931708,wt
-0.6524633952608166,1.8316788985367025,-0.7693293498333268,wt
-0.6766474879392042,1.8197775651101622,-0.7770806079886902,wt
-0.7008048598335143,1.8078141392347589,-0.7848188248457155,wt
-0.7249390270335367,1.7957793690057993,-0.7925181020938619,wt
-0.7490533307788824,1.783664789728356,-0.8001548907158865,wt
-0.7731508779037154,1.7714626863626914,-0.8077077342521989,wt
-0.7972317289855329,1.7591674625878322,-0.815156163138877,wt
-0.8213000487991587,1.7467719434042857,-0.8224827169305036,wt
-0.8453550168234971,1.734271969586186,-0.8296699652368643,wt
-0.8693994702457905,1.721661911106428,-0.8367029957044179,wt
-0.8934325500865221,1.7089384466419604,-0.8435670832484612,wt
-0.9174541141469752,1.6960982480378435,-0.8502489106770125,wt
-0.9414647773655697,1.6831379077862298,-0.8567364507447011,wt
-0.9654638329713576,1.6700550282094928,-0.8630183057490559,wt
-0.9894504057930417,1.6568475927557866,-0.8690839675320033,wt
-1.0134234662046,1.6435139399636358,-0.8749237562175977,wt
-1.037381559409183,1.6300529001349942,-0.8805287007429955,wt
-1.0613218045122546,1.6164643601016668,-0.8858902828696387,wt
-1.085244116597409,1.6027468549839279,-0.8910013396674841,wt
-1.1091466238235834,1.5888994173289066,-0.8958549776535224,wt
-1.1330216260445491,1.5749190614499542,-0.9004436443594273,wt
-1.1568663212242964,1.560797414172047,-0.9047604288517581,wt
-1.1806714606516582,1.5465298862664847,-0.9087966677548123,wt
-1.2044328113778249,1.5321088391984843,-0.9125440412829826,wt
-1.2281414176554124,1.5175293438040451,-0.915992891138726,wt
-1.251791094350483,1.5027845973775542,-0.9191334279325636,wt
-1.2753739428943458,1.4878685906273774,-0.9219550078331673,wt
-1.2988805629684257,1.4727759773581255,-0.9244462186322919,wt
-1.3223029139426308,1.457500199337358,-0.9265951748663163,wt
-1.3456311339848648,1.4420354694357973,-0.9283891374439267,wt
-1.3688544498958766,1.4263761760317577,-0.9298146294198001,wt
-1.3919617867851108,1.4105164375148347,-0.9308574564190925,wt
-1.4149409661287387,1.3944506053413657,-0.931502633024247,wt
-1.437778673155593,1.3781732729883889,-0.931734386855354,wt
-1.4604606203437938,1.3616791446638803,-0.9315361612328247,wt
-1.4829712211292823,1.3449632571440233,-0.9308906158172667,wt
-1.505293518261258,1.3280210375639396,-0.9297796503573761,wt
-1.5274092340186174,1.3108482764069298,-0.9281844300770262,wt
-1.5492987325250636,1.2934411703355877,-0.9260854174416797,wt
-1.5709402472252665,1.2757969813134566,-0.9234625129133955,wt
-1.5923108537491981,1.2579138447830494,-0.920295778580622,wt
-1.6133933069285207,1.2397954712329329,-0.916579080164248,wt
-1.634175620886914,1.22145137041949,-0.9123199305082343,wt
-1.6546467186225415,1.2028907814318546,-0.9075264617938653,wt
-1.6747962929514557,1.1841222898836214,-0.9022067602877084,wt
-1.6946134086334244,1.165155074765124,-0.896369168774287,wt
-1.7140877689336187,1.1459977129647831,-0.8900219343327632,wt
-1.7332095406729329,1.1266582556992149,-0.883173154181902,wt
-1.7519681939091327,1.1071453622297476,-0.8758311480825567,wt
-1.7703540525395145,1.0874666912118869,-0.8680038606370097,wt
-1.7883569462146776,1.0676302425902642,-0.8596993248969133,wt
-1.8059667531246302,1.0476437692855134,-0.8509254294783513,wt
-1.8231736095456925,1.0275144722685128,-0.8416897463788401,wt
-1.8399667857600954,1.0072502713879454,-0.8320000937767233,wt
-1.8563363938159356,0.9868577401020046,-0.8218635551670289,wt
-1.8722710366681776,0.9663449297431654,-0.8112878320520054,wt
-1.8877604363600164,0.9457180392435017,-0.8002795679724806,wt
-1.9027925015334302,0.9249851632181794,-0.7888462775208029,wt
-1.917356153723392,0.9041524921052991,-0.7769943132897091,wt
-1.9314386190040618,0.8832279952593229,-0.7647308841971059,wt
-1.9450275652075166,0.86221836193233,-0.7520623293481752,wt
-1.95811017156518,0.8411311806584084,-0.7389960037242567,wt
-1.9706815651251302,0.8199738045765338,-0.7255476482397325,wt
-1.9827443602098456,0.7987518863937001,-0.7117386909907782,wt
-1.9943019671613338,0.777471742589879,-0.6975920140546008,wt
-2.005359711918696,0.7561380085761208,-0.6831301940935165,wt
-2.0159242869538434,0.7347542808598649,-0.6683757705625442,wt
-2.026003169610386,0.7133240505500069,-0.6533517832695988,wt
-2.035605103490541,0.6918495061835549,-0.6380808521689054,wt
-2.044739806092772,0.6703318179423705,-0.6225852691037432,wt
-2.053417604117081,0.64877172617744,-0.6068873440419267,wt
-2.061649557378724,0.62716903406136,-0.591008980113956,wt
-2.0694473116492618,0.6055227047798223,-0.5749716879814771,wt
-2.0768230095770908,0.5838308419659863,-0.558796529755847,wt
-2.0837890536671826,0.5620911624058973,-0.5425044451835603,wt
-2.0903582013393494,0.5403005398678595,-0.5261158977900179,wt
-2.0965434320006135,0.5184552132649,-0.5096510249748881,wt
-2.1023579359651885,0.4965506357319396,-0.49312953050197544,wt
-2.107814916550759,0.47458206395235486,-0.4765711452819555,wt
-2.1129277032205316,0.45254404665959047,-0.4599952661769294,wt
-2.117709668834768,0.43043063445273105,-0.44342114673815963,wt
-2.1221729073686837,0.4082356379449105,-0.4268671612202338,wt
-2.126319114026197,0.38595492585821617,-0.4103457255134699,wt
-2.1301452054615133,0.3635858124485871,-0.3938666759322949,wt
-2.133648443726522,0.3411256522289334,-0.3774398181201494,wt
-2.1368264526225094,0.31857201300877747,-0.36107504027949344,wt
-2.139677235723715,0.29592268909825026,-0.34478228285641277,wt
-2.142199191694749,0.273175724054614,-0.328571514306258,wt
-2.1443911265411484,0.25032945676722135,-0.31245272243850053,wt
-2.14625227647226,0.22738243644032644,-0.2964358131046428,wt
-2.1477823120723434,0.20433347206316668,-0.28053060591177,wt
-2.148981345426793,0.18118164238146908,-0.2647468021703444,wt
-2.149849935199146,0.15792629772811803,-0.2490939484562215,wt
-2.150389085516796,0.13456726518957665,-0.23358153603167364,wt
-2.15060026031971,0.11110445126972061,-0.2182186991248365,wt
-2.1504853671275024,0.08753793094864992,-0.20301424939369894,wt
-2.1500467483089425,0.06386812738667154,-0.18797676560332588,wt
-2.1492871814082757,0.04009590726178945,-0.17311462307016898,wt
-2.148209881849305,0.016222624641460168,-0.15843598832295674,wt
-2.1468184293397434,-0.007751031897911388,-0.14394809652111265,wt
-2.1451167817893984,-0.0318237236201772,-0.12965803741649956,wt
-2.1431052391089174,-0.05598953705312208,-0.11556842709238764,wt
-2.1407739729473247,-0.08023720318076691,-0.10166899964606083,wt
-2.1381115332539182,-0.10455306859136865,-0.08794928051890319,wt
-2.135106183673598,-0.12892378869792478,-0.07439935921984048,wt
-2.1317457600429717,-0.15333699897252523,-0.06100943106548104,wt
-2.1280179504021124,-0.1777789387839803,-0.047771016785455485,wt
-2.1239098865560218,-0.20223719609964128,-0.03467537332829427,wt
-2.1194085227552186,-0.2266979993902312,-0.02171488904579506,wt
-2.114500339369838,-0.2511479723636242,-0.008882065804342138,wt
-2.109171540058055,-0.27557292913494674,0.003829903402734197,wt
-2.103407946958151,-0.29995840251231787,0.01642747394945373,wt
-2.0971950844628893,-0.32428924020441885,0.02891659249358447,wt
-2.0905181788194684,-0.348549655915222,0.0413027731926073,wt
-2.0833622149387074,-0.3727230783330468,0.05359106400521191,wt
-2.0757119712787846,-0.39679213221252085,0.06578607554730452,wt
-2.0675521266796237,-0.4207384347110984,0.07789191056898312,wt
-2.0588672657573204,-0.4445427546615361,0.08991227118982399,wt
-2.049642114553554,-0.4681845651096238,0.1018502526494985,wt
-2.039861450092462,-0.49164254493992354,0.11370860917600197,wt
-2.0295105349541354,-0.5148937951975395,0.125489362105207,wt
-2.0185765596674328,-0.5379155984513322,0.1371940635997151,wt
-2.0070644479023403,-0.5606930933001162,0.14882191487859056,wt
-1.9949891304542273,-0.5832175035408917,0.1603714626286731,wt
-1.9823658198594127,-0.6054805872303528,0.1718414604298788,wt
-1.9692096403674495,-0.6274748567579779,0.18323103154258857,wt
-1.9555356349155897,-0.6491933927098469,0.19453957730993768,wt
-1.941358685264735,-0.6706298356463691,0.20576677743991217,wt
-1.9266934419936477,-0.6917783638827706,0.21691258424505364,wt
-1.9115543169310198,-0.7126335900689885,0.2279771748397337,wt
-1.8959553895091619,-0.7331905917836132,0.23896097458238538,wt
-1.8799104467439403,-0.7534447660162571,0.2498645877082773,wt
-1.8634328783458116,-0.7733918865226582,0.2606888365751068,wt
-1.8465357310776653,-0.7930279625489205,0.2714346949358774,wt
-1.829231648149966,-0.8123492513864904,0.28210330432503977,wt
-1.8115328440550418,-0.8313522266042086,0.2926959677038365,wt
-1.793451229210517,-0.8500333965955257,0.30321405930888884,wt
-1.774998089913694,-0.8683895920862876,0.3136591982643956,wt
-1.7561846178112976,-0.8864173878530545,0.3240329339242037,wt
-1.7370212768752058,-0.9041136952988791,0.3343370962808086,wt
-1.7175183818532336,-0.9214751674854316,0.3445734686359099,wt
-1.697685794739647,-0.9384984722865863,0.3547439137682095,wt
-1.6775322331881217,-0.9551815487176158,0.36484743679604525,wt
-1.6570656741037795,-0.9715240605721155,0.37487758276112665,wt
-1.6362933696897002,-0.9875264746477155,0.38482766581555805,wt
-1.6152228252707186,-1.0031891279183829,0.3946908554510163,wt
-1.5938614112518237,-1.0185125254247744,0.40446036160743987,wt
-1.572215909537248,-1.0334976227914536,0.4141296237096225,wt
-1.550293621751256,-1.0481450218101807,0.4236917984273832,wt
-1.5281014029762916,-1.0624556403654732,0.4331401897834461,wt
-1.5056456118375543,-1.0764306878645393,0.44246824275821695,wt
-1.4829331570357596,-1.0900709927172196,0.4516690955745664,wt
-1.4599704641085793,-1.1033776488967864,0.4607360068996703,wt
-1.4367634843578831,-1.1163519599730862,0.46966232366260535,wt
-1.4133186279063312,-1.1289948991657064,0.478441107944842,wt
-1.38964196676696,-1.1413075625295959,0.4870654418916022,wt
-1.3657392759850935,-1.1532911172987237,0.4955283909403378,wt
-1.3416161580230317,-1.1649467174028727,0.5038229408129018,wt
-1.317278546720635,-1.1762752602275033,0.51194181677485,wt
-1.2927320046883783,-1.187277725982456,0.5198777171733434,wt
-1.2679819956574523,-1.1979550317449816,0.5276232027266498,wt
-1.24303351264908,-1.2083081407771954,0.5351707401931659,wt
-1.2178907863651878,-1.2183360439631221,0.5425095411654607,wt
-1.1925555440807492,-1.228035309380548,0.5496242139759596,wt
-1.1670296734620114,-1.2374021197467675,0.5564986456665372,wt
-1.1413154772059726,-1.2464324939229958,0.5631163915242731,wt
-1.1154157231087158,-1.2551222995208062,0.5694606841454921,wt
-1.0893335878977775,-1.2634673027515193,0.5755144728444156,wt
-1.0630729853416845,-1.271463098455111,0.5812603798511354,wt
-1.0366384875305397,-1.2791051844099548,0.5866807670638416,wt
-1.0100352571546516,-1.2863890247576513,0.5917577987010403,wt
-0.983269191319571,-1.29331005362024,0.5964734664670907,wt
-0.9563469745897601,-1.2998637127917454,0.6008096457164214,wt
-0.9292761292646589,-1.306045494378692,0.6047481618962981,wt
-0.9020650614940441,-1.3118509883986902,0.6082708676784346,wt
-0.8747231016775525,-1.3172759352144154,0.6113597309781382,wt
-0.8472605374526962,-1.3223162825232138,0.6139969337927038,wt
-0.8196886374685016,-1.3269682464416475,0.6161649814676269,wt
-0.7920196640816345,-1.3312283760228003,0.6178468216223757,wt
-0.7642668731126242,-1.3350936203274923,0.6190259715435359,wt
-0.7364445003438623,-1.3385614068250777,0.6196866803542433,wt
-0.7085680264842061,-1.341632472245927,0.6198218545790304,wt
-0.6806536555537133,-1.3443147423428776,0.6194437321311592,wt
-0.6527165668777402,-1.3466177304434055,0.618567896630603,wt
-0.6247706943467498,-1.3485514776487386,0.6172104377220665,wt
-0.5968287278977774,-1.3501264371966406,0.615387797405172,wt
-0.5689021327651994,-1.3513533671569018,0.613116630432621,wt
-0.541001183381857,-1.3522432325674325,0.610413679743573,wt
-0.5131350089158879,-1.3528071176439131,0.6072956672829669,wt
-0.48531164762688944,-1.3530561482917003,0.603779200050917,wt
-0.4575381074866537,-1.3530014248188293,0.5998806908294726,wt
-0.42982057391378287,-1.352653967025329,0.5956163156990838,wt
-0.4021642397665683,-1.3520246666745506,0.5910019295134816,wt
-0.37457325186848794,-1.3511242384178617,0.5860529960636317,wt
-0.3470511442218961,-1.3499631951119888,0.5807846169504634,wt
-0.31960074819368545,-1.3485518220620853,0.5752114873862783,wt
-0.29222425437378136,-1.3469001586869176,0.5693478827288112,wt
-0.26492364235133536,-1.3450180128566795,0.563207737327459,wt
-0.23769967359337835,-1.342914881662664,0.5568044074030366,wt
-0.21055285811378874,-1.3406000008909487,0.5501508690987541,wt
-0.18348353702674294,-1.3380819533279444,0.5432591117742546,wt
-0.15649318909276208,-1.3353667096218944,0.5361372120024751,wt
-0.12958298402528245,-1.3324589534310396,0.5287912996444011,wt
-0.10275427335526585,-1.3293630480267076,0.5212271359758226,wt
-0.07600845456737428,-1.326083042190964,0.5134501032499103,wt
-0.04934676988017161,-1.3226226573779745,0.5054651615626153,wt
-0.022770425769429063,-1.318985309176667,0.4972768928550223,wt
0.003719264819822568,-1.3151741351838298,0.4888895559506606,wt
0.03012125367929837,-1.311191947539255,0.4803069772642762,wt
0.05643414684667478,-1.3070413262315872,0.4715327517999101,wt
0.08265654319986128,-1.3027245761221389,0.4625701439994057,wt
0.10878712696735797,-1.2982437108535338,0.45342205621805565,wt
0.13482481945567026,-1.2936004200211375,0.4440909685777535,wt
0.16076770651897831,-1.2887962586957686,0.4345793225091597,wt
0.18661414168965618,-1.2838324532972378,0.42488912991013195,wt
0.2123623764070936,-1.2787099574410081,0.4150220949248036,wt
0.2380107088286584,-1.2734294115452802,0.404979545488775,wt
0.26355730769632546,-1.2679911631977157,0.3947624848768494,wt
0.2889995823060357,-1.26239539257928,0.3843718350663942,wt
0.3143350925683763,-1.2566419104986137,0.37380806268243816,wt
0.3395619911986089,-1.2507319348445631,0.3630724264339681,wt
0.3646807568953353,-1.2446709152159456,0.3521688350161031,wt
0.3896925558869853,-1.2384653539665136,0.3411019474355028,wt
0.41459901311636926,-1.2321221645201867,0.3298767511597302,wt
0.43940222582082233,-1.2256486552182366,0.318498547831657,wt
0.4641051086315067,-1.2190524202769562,0.30697277953329155,wt
0.4887105295267659,-1.2123415494488314,0.29530541448224623,wt
0.5132218756042289,-1.2055244622342305,0.28350267489081893,wt
0.5376431462725317,-1.1986098550752333,0.2715709687583702,wt
0.5619788054853936,-1.1916067134552462,0.259516935328855,wt
0.5862342745539538,-1.1845241375998357,0.24734717056016645,wt
0.6104143196009867,-1.1773717818141434,0.23506900778494683,wt
0.6345246522035044,-1.1701593593790685,0.2226896933042192,wt
0.6585716437758043,-1.162896684880611,0.2102164877587914,wt
0.6825615305600601,-1.1555938781174306,0.19765704446062934,wt
0.7065008784380098,-1.1482611898755724,0.18501913995621078,wt
0.7303968867603571,-1.1409088695749665,0.17231047528562568,wt
0.754256547723086,-1.1335473846589754,0.15953908447213686,wt
0.7780863013499562,-1.1261858114300085,0.14671214246321732,wt
0.8018878202356646,-1.1188254362874668,0.13383205140686266,wt
