snip_id,embryo_id,hypotenuse
20231207_A01_e00_t0000,20231207_A01_e00,0.24631936257630108
20231207_A02_e00_t0000,20231207_A02_e00,0.4039502343557082
20231207_A03_e00_t0000,20231207_A03_e00,0.28353506279407453
20231207_B01_e00_t0000,20231207_B01_e00,1.0799813298353556
20231207_B02_e00_t0000,20231207_B02_e00,0.24577053457372877
20231207_B03_e00_t0000,20231207_B03_e00,0.4380724804556371
20231207_C01_e00_t0000,20231207_C01_e00,0.8528781168953878
20231207_C02_e00_t0000,20231207_C02_e00,1.3103744394229424
20231207_C03_e00_t0000,20231207_C03_e00,0.4148900386872437
20231207_D02_e00_t0000,20231207_D02_e00,0.42455503663410976
20231207_D03_e00_t0000,20231207_D03_e00,0.2767034635855879
20231207_E01_e00_t0000,20231207_E01_e00,1.085050125981454
20231207_E02_e00_t0000,20231207_E02_e00,1.269593093204069
20231207_E03_e00_t0000,20231207_E03_e00,0.13541442935357936
20231207_F01_e00_t0000,20231207_F01_e00,0.5389968745249337
20231207_F02_e00_t0000,20231207_F02_e00,0.3110304859812719
20231207_F03_e00_t0000,20231207_F03_e00,0.18775150705404653
20231207_G01_e00_t0000,20231207_G01_e00,0.5713428868638533
20231207_G02_e00_t0000,20231207_G02_e00,0.5425576510982529
20231207_G03_e00_t0000,20231207_G03_e00,0.36284221065371064
20231207_H02_e00_t0000,20231207_H02_e00,0.5082446911259387
20231207_H03_e00_t0000,20231207_H03_e00,0.19829776834463234
20231208_A01_e00_t0000,20231208_A01_e00,1.2041316175600754
20231208_A02_e00_t0000,20231208_A02_e00,1.493188503127703
20231208_A05_e00_t0000,20231208_A05_e00,0.33563432183357333
20231208_A07_e00_t0000,20231208_A07_e00,0.5860080249419154
20231208_A09_e00_t0000,20231208_A09_e00,0.6280360689545866
20231208_A10_e00_t0000,20231208_A10_e00,0.22346850115316882
20231208_A12_e00_t0000,20231208_A12_e00,0.8021778797292657
20231208_B02_e00_t0000,20231208_B02_e00,0.6245607698553501
20231208_B05_e00_t0000,20231208_B05_e00,0.14319211850117122
20231208_B07_e00_t0000,20231208_B07_e00,1.1521050828849575
20231208_B09_e00_t0000,20231208_B09_e00,1.111556210375806
20231208_B10_e00_t0000,20231208_B10_e00,0.16361064979690954
20231208_B12_e00_t0000,20231208_B12_e00,0.4332007963147943
20231208_C01_e00_t0000,20231208_C01_e00,0.7135111379232828
20231208_C05_e00_t0000,20231208_C05_e00,0.15156019701800838
20231208_C09_e00_t0000,20231208_C09_e00,0.36836846881383245
20231208_C10_e00_t0000,20231208_C10_e00,0.2279387242241766
20231208_D01_e00_t0000,20231208_D01_e00,0.6638440451940413
20231208_D05_e00_t0000,20231208_D05_e00,0.4291693832368951
20231208_D07_e00_t0000,20231208_D07_e00,0.9104647061383004
20231208_D09_e00_t0000,20231208_D09_e00,0.8524613440303481
20231208_D10_e00_t0000,20231208_D10_e00,0.12878870594147918
20231208_E01_e00_t0000,20231208_E01_e00,1.2150094074781277
20231208_E02_e00_t0000,20231208_E02_e00,1.0419678578241187
20231208_E03_e00_t0000,20231208_E03_e00,0.7811922831291024
20231208_E05_e00_t0000,20231208_E05_e00,0.21616010565259908
20231208_E07_e00_t0000,20231208_E07_e00,0.6701727900334773
20231208_E09_e00_t0000,20231208_E09_e00,0.3828347977779809
20231208_E10_e00_t0000,20231208_E10_e00,0.22535811973671552
20231208_F01_e00_t0000,20231208_F01_e00,1.275421664927116
20231208_F02_e00_t0000,20231208_F02_e00,1.5053896970271832
20231208_F05_e00_t0000,20231208_F05_e00,0.16413771218181514
20231208_F07_e00_t0000,20231208_F07_e00,0.8579512313618758
20231208_F09_e00_t0000,20231208_F09_e00,0.35599887156000654
20231208_F10_e00_t0000,20231208_F10_e00,0.09479484638761873
20231208_G01_e00_t0000,20231208_G01_e00,1.0130428047820035
20231208_G02_e00_t0000,20231208_G02_e00,1.6892678586747207
20231208_G05_e00_t0000,20231208_G05_e00,0.1874090683476215
20231208_G07_e00_t0000,20231208_G07_e00,0.6577729657753296
20231208_G09_e00_t0000,20231208_G09_e00,0.19235663333044045
20231208_G10_e00_t0000,20231208_G10_e00,0.07799846206378531
20231208_H02_e00_t0000,20231208_H02_e00,0.46528147532009567
20231208_H05_e00_t0000,20231208_H05_e00,0.18653705148494304
20231208_H07_e00_t0000,20231208_H07_e00,0.5589235972292783
20231208_H09_e00_t0000,20231208_H09_e00,0.6702678940104869
20231208_H10_e00_t0000,20231208_H10_e00,0.07937919326639523
20240509_18ss_A02_e00_t0000,20240509_18ss_A02_e00,0.23966012500095288
20240509_18ss_A03_e00_t0000,20240509_18ss_A03_e00,0.11129597593957484
20240509_18ss_B01_e00_t0000,20240509_18ss_B01_e00,0.1497720653257013
20240509_18ss_B02_e00_t0000,20240509_18ss_B02_e00,0.08947192039411717
20240509_18ss_B03_e00_t0000,20240509_18ss_B03_e00,0.5058558791710456
20240509_18ss_C01_e00_t0000,20240509_18ss_C01_e00,0.1940259380210277
20240509_18ss_C02_e00_t0000,20240509_18ss_C02_e00,0.3786616729799811
20240509_18ss_C03_e00_t0000,20240509_18ss_C03_e00,0.14392208029700507
20240509_18ss_D01_e00_t0000,20240509_18ss_D01_e00,0.3824404895501013
20240509_18ss_D02_e00_t0000,20240509_18ss_D02_e00,0.19197848855809796
20240509_18ss_D03_e00_t0000,20240509_18ss_D03_e00,0.09433414711022312
20240509_18ss_E01_e00_t0000,20240509_18ss_E01_e00,0.1473549895671548
20240509_18ss_E02_e00_t0000,20240509_18ss_E02_e00,0.04567901071350821
20240509_18ss_E03_e00_t0000,20240509_18ss_E03_e00,0.08384603405318343
20240509_18ss_F01_e00_t0000,20240509_18ss_F01_e00,0.13856519656552987
20240509_18ss_F02_e00_t0000,20240509_18ss_F02_e00,0.34819333918199347
20240509_18ss_F03_e00_t0000,20240509_18ss_F03_e00,0.3747590037092821
20240509_18ss_G01_e00_t0000,20240509_18ss_G01_e00,0.2860298296111752
20240509_18ss_G02_e00_t0000,20240509_18ss_G02_e00,0.09282883598368193
20240509_18ss_G03_e00_t0000,20240509_18ss_G03_e00,0.29461640166158437
20240509_18ss_H01_e00_t0000,20240509_18ss_H01_e00,0.05697213746420781
20240509_18ss_H02_e00_t0000,20240509_18ss_H02_e00,0.25528718133634043
20240509_18ss_H03_e00_t0000,20240509_18ss_H03_e00,0.6413987425732499
20240509_24hpf_A04_e00_t0000,20240509_24hpf_A04_e00,0.3161719139831885
20240509_24hpf_A05_e00_t0000,20240509_24hpf_A05_e00,0.16059523219087868
20240509_24hpf_A06_e00_t0000,20240509_24hpf_A06_e00,0.20544767805067032
20240509_24hpf_B04_e00_t0000,20240509_24hpf_B04_e00,0.6273819236359448
20240509_24hpf_B05_e00_t0000,20240509_24hpf_B05_e00,0.14449686881498397
20240509_24hpf_B06_e00_t0000,20240509_24hpf_B06_e00,0.16061408050384302
20240509_24hpf_C04_e00_t0000,20240509_24hpf_C04_e00,0.27138569236555865
20240509_24hpf_C05_e00_t0000,20240509_24hpf_C05_e00,0.24536429447083904
20240509_24hpf_C06_e00_t0000,20240509_24hpf_C06_e00,0.3104324339810863
20240509_24hpf_D04_e00_t0000,20240509_24hpf_D04_e00,0.22926950673695548
20240509_24hpf_D05_e00_t0000,20240509_24hpf_D05_e00,0.28437053763414594
20240509_24hpf_D06_e00_t0000,20240509_24hpf_D06_e00,0.16024158661616197
20240509_24hpf_E04_e00_t0000,20240509_24hpf_E04_e00,0.2260394420560693
20240509_24hpf_E05_e00_t0000,20240509_24hpf_E05_e00,0.31269599481446597
20240509_24hpf_E06_e00_t0000,20240509_24hpf_E06_e00,0.2580918686462526
20240509_24hpf_F04_e00_t0000,20240509_24hpf_F04_e00,0.3283437961944688
20240509_24hpf_F05_e00_t0000,20240509_24hpf_F05_e00,0.19512043357227693
20240509_24hpf_F06_e00_t0000,20240509_24hpf_F06_e00,0.1306713252437664
20240509_24hpf_G04_e00_t0000,20240509_24hpf_G04_e00,0.46094062937507657
20240509_24hpf_G05_e00_t0000,20240509_24hpf_G05_e00,0.23046847333136863
20240509_24hpf_G06_e00_t0000,20240509_24hpf_G06_e00,0.07698098900127368
20240509_24hpf_H04_e00_t0000,20240509_24hpf_H04_e00,0.32210542225426203
20240509_24hpf_H05_e00_t0000,20240509_24hpf_H05_e00,0.28782924717150243
20240509_24hpf_H06_e00_t0000,20240509_24hpf_H06_e00,0.15730882636693805
20240510_A02_e00_t0000,20240510_A02_e00,0.3752448049454257
20240510_A03_e00_t0000,20240510_A03_e00,0.44475710743052177
20240510_A04_e00_t0000,20240510_A04_e00,0.3905528836097553
20240510_A05_e00_t0000,20240510_A05_e00,0.1178115572031794
20240510_A06_e00_t0000,20240510_A06_e00,1.4181525314526524
20240510_A07_e00_t0000,20240510_A07_e00,0.09936618362341816
20240510_B02_e00_t0000,20240510_B02_e00,0.8023975906180115
20240510_B03_e00_t0000,20240510_B03_e00,0.18303172364239095
20240510_B04_e00_t0000,20240510_B04_e00,0.17999511565992432
20240510_B05_e00_t0000,20240510_B05_e00,1.5004850655783866
20240510_B06_e00_t0000,20240510_B06_e00,0.6356085058048337
20240510_B07_e00_t0000,20240510_B07_e00,0.16628367003286157
20240510_C02_e00_t0000,20240510_C02_e00,0.21154434253587254
20240510_C03_e00_t0000,20240510_C03_e00,0.33705758342804504
20240510_C04_e00_t0000,20240510_C04_e00,0.24283122481825972
20240510_C05_e00_t0000,20240510_C05_e00,0.1250891301957637
20240510_C06_e00_t0000,20240510_C06_e00,0.460869068344838
20240510_C07_e00_t0000,20240510_C07_e00,0.09579949731899448
20240510_D02_e00_t0000,20240510_D02_e00,0.3830705524713251
20240510_D03_e00_t0000,20240510_D03_e00,0.2598059087839081
20240510_D04_e00_t0000,20240510_D04_e00,0.07028232485229338
20240510_D05_e00_t0000,20240510_D05_e00,0.04903139160130823
20240510_D06_e00_t0000,20240510_D06_e00,0.17457672255521017
20240510_D07_e00_t0000,20240510_D07_e00,0.1919489110946581
20240510_E02_e00_t0000,20240510_E02_e00,0.29563846799498417
20240510_E03_e00_t0000,20240510_E03_e00,0.17335495809855356
20240510_E04_e00_t0000,20240510_E04_e00,0.09862960465963423
20240510_E05_e00_t0000,20240510_E05_e00,0.3105758018125265
20240510_E06_e00_t0000,20240510_E06_e00,0.23974512960936933
20240510_E07_e00_t0000,20240510_E07_e00,0.18037731644186006
20240510_F02_e00_t0000,20240510_F02_e00,0.42767744781424305
20240510_F03_e00_t0000,20240510_F03_e00,0.19625471667516678
20240510_F04_e00_t0000,20240510_F04_e00,0.07930728077320688
20240510_F05_e00_t0000,20240510_F05_e00,0.6737866345063346
20240510_F06_e00_t0000,20240510_F06_e00,0.2861909537928268
20240510_F07_e00_t0000,20240510_F07_e00,0.10554804695503699
20240510_G02_e00_t0000,20240510_G02_e00,0.41333510531576934
20240510_G03_e00_t0000,20240510_G03_e00,0.24696138843245347
20240510_G04_e00_t0000,20240510_G04_e00,0.3738186848670127
20240510_G05_e00_t0000,20240510_G05_e00,0.19091678561912231
20240510_G06_e00_t0000,20240510_G06_e00,1.3872062731112447
20240510_G07_e00_t0000,20240510_G07_e00,0.10543512327132486
20240510_H02_e00_t0000,20240510_H02_e00,0.7800522632776921
20240510_H03_e00_t0000,20240510_H03_e00,0.29129414289815
20240510_H04_e00_t0000,20240510_H04_e00,0.05896656029477245
20240510_H05_e00_t0000,20240510_H05_e00,0.8902971745495828
20240510_H06_e00_t0000,20240510_H06_e00,0.055286289445163096
20240510_H07_e00_t0000,20240510_H07_e00,0.11649284617033014
20240813_24hpf_A04_e00_t0000,20240813_24hpf_A04_e00,0.12602089169081368
20240813_24hpf_B04_e00_t0000,20240813_24hpf_B04_e00,0.268263144515455
20240813_24hpf_C04_e00_t0000,20240813_24hpf_C04_e00,0.377857997383501
20240813_24hpf_D04_e00_t0000,20240813_24hpf_D04_e00,0.30698385308764686
20240813_24hpf_E04_e00_t0000,20240813_24hpf_E04_e00,0.1388427526686526
20240813_24hpf_F04_e00_t0000,20240813_24hpf_F04_e00,0.21789036681835003
20240813_24hpf_G04_e00_t0000,20240813_24hpf_G04_e00,0.18570166317065637
20240813_24hpf_H04_e00_t0000,20240813_24hpf_H04_e00,0.1818861477830038
20240813_30hpf_A04_e00_t0000,20240813_30hpf_A04_e00,0.14707247286352385
20240813_30hpf_B04_e00_t0000,20240813_30hpf_B04_e00,0.15382139759190525
20240813_30hpf_C04_e00_t0000,20240813_30hpf_C04_e00,0.1116098380788404
20240813_30hpf_D04_e00_t0000,20240813_30hpf_D04_e00,0.20524811787681785
20240813_30hpf_E04_e00_t0000,20240813_30hpf_E04_e00,0.11640303864485699
20240813_30hpf_F04_e00_t0000,20240813_30hpf_F04_e00,0.28314695792746286
20240813_30hpf_G04_e00_t0000,20240813_30hpf_G04_e00,0.23094271031988628
20240813_30hpf_H04_e00_t0000,20240813_30hpf_H04_e00,0.18636188514699334
20240813_36hpf_A04_e00_t0000,20240813_36hpf_A04_e00,0.13007591345127398
20240813_36hpf_B04_e00_t0000,20240813_36hpf_B04_e00,0.32168103378088564
20240813_36hpf_C04_e00_t0000,20240813_36hpf_C04_e00,0.10549659027162397
20240813_36hpf_D04_e00_t0000,20240813_36hpf_D04_e00,0.10130468904001268
20240813_36hpf_E04_e00_t0000,20240813_36hpf_E04_e00,0.1528064156391167
20240813_36hpf_F04_e00_t0000,20240813_36hpf_F04_e00,0.09204283366294311
20240813_36hpf_G04_e00_t0000,20240813_36hpf_G04_e00,0.30111872338062456
20240813_36hpf_H04_e00_t0000,20240813_36hpf_H04_e00,0.30321538929128183
