run_id,pair_id,embryo_id,set_type,set_rank,genotype,bin_src_hpf,bin_tgt_hpf,bin_mid_hpf,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
phase2_24_48_ott_v1,20251112_G09_e01__38to40,20251112_G09_e01,mutant,6,cep290_homozygous,38.0,40.0,39.0,673.4754,-680.7047,-57.78513,-136.64494,43.00027,-48.59121,-37.41551,13.384038,20.225399,-81.81829
phase2_24_48_ott_v1,20251112_G09_e01__40to42,20251112_G09_e01,mutant,6,cep290_homozygous,40.0,42.0,41.0,-855.2517,-885.85004,191.16093,-84.671906,-4.7848554,37.365856,24.8612,59.53486,-4.893074,-11.361966
phase2_24_48_ott_v1,20251112_G09_e01__42to44,20251112_G09_e01,mutant,6,cep290_homozygous,42.0,44.0,43.0,279.61575,-694.5848,6.7213564,-108.4072,-8.88547,-10.755767,-29.306026,23.146732,-2.7055683,-29.177338
phase2_24_48_ott_v1,20251112_G09_e01__44to46,20251112_G09_e01,mutant,6,cep290_homozygous,44.0,46.0,45.0,693.56854,-721.06195,-56.287144,1.1559952,23.406626,-36.51238,-22.124273,16.420708,48.05539,-78.751305
phase2_24_48_ott_v1,20251112_G09_e01__46to48,20251112_G09_e01,mutant,6,cep290_homozygous,46.0,48.0,47.0,16779.434,2496.9065,-3738.6426,-707.75275,-107.56135,-700.60675,848.83545,-452.13284,1864.2604,-805.76086
phase2_24_48_ott_v1,20251112_F11_e01__24to26,20251112_F11_e01,mutant,7,cep290_homozygous,24.0,26.0,25.0,-479.43747,-517.53986,60.882153,-53.386875,29.79571,6.672842,26.318136,50.238785,-4.340335,-41.013035
phase2_24_48_ott_v1,20251112_F11_e01__26to28,20251112_F11_e01,mutant,7,cep290_homozygous,26.0,28.0,27.0,5294.0815,-4617.599,624.883,-38.904243,238.32132,-65.00598,-44.65654,224.14502,246.89912,-116.18326
phase2_24_48_ott_v1,20251112_F11_e01__28to30,20251112_F11_e01,mutant,7,cep290_homozygous,28.0,30.0,29.0,-6759.566,-544.711,428.14517,-298.8559,116.53054,53.6145,103.939026,135.81592,-218.50414,-357.78345
phase2_24_48_ott_v1,20251112_F11_e01__30to32,20251112_F11_e01,mutant,7,cep290_homozygous,30.0,32.0,31.0,-406.8825,-769.64404,34.55499,-5.758557,8.143446,7.289408,-8.100241,0.12005014,-84.698235,18.975943
phase2_24_48_ott_v1,20251112_F11_e01__32to34,20251112_F11_e01,mutant,7,cep290_homozygous,32.0,34.0,33.0,-1557.7303,-857.88,279.46173,113.78176,-51.382126,100.91978,70.58765,37.98051,-80.62637,100.9113
phase2_24_48_ott_v1,20251112_F11_e01__34to36,20251112_F11_e01,mutant,7,cep290_homozygous,34.0,36.0,35.0,-1125.0278,-716.47546,163.51833,22.9649,-62.343884,34.915886,36.631016,42.1717,-1.9513358,21.611254
phase2_24_48_ott_v1,20251112_F11_e01__36to38,20251112_F11_e01,mutant,7,cep290_homozygous,36.0,38.0,37.0,1.779351,-836.4718,68.414604,-86.3149,29.317995,-23.772787,-33.55883,36.561184,39.78586,-12.379211
phase2_24_48_ott_v1,20251112_F11_e01__38to40,20251112_F11_e01,mutant,7,cep290_homozygous,38.0,40.0,39.0,-2791.549,-829.8458,343.3537,-127.51456,-21.73431,157.53458,74.58779,135.6374,-51.584892,-113.00391
phase2_24_48_ott_v1,20251112_F11_e01__40to42,20251112_F11_e01,mutant,7,cep290_homozygous,40.0,42.0,41.0,1305.3046,-615.7244,-76.76961,-130.69304,85.36516,-68.43447,-64.22792,-21.365683,58.483166,-93.11725
phase2_24_48_ott_v1,20251112_F11_e01__42to44,20251112_F11_e01,mutant,7,cep290_homozygous,42.0,44.0,43.0,-960.5641,-769.5382,183.09045,21.640505,27.484072,26.977987,19.622364,37.366577,-18.256586,-2.5988488
phase2_24_48_ott_v1,20251112_F11_e01__44to46,20251112_F11_e01,mutant,7,cep290_homozygous,44.0,46.0,45.0,-923.42084,-900.32196,194.36923,27.806082,32.64109,-2.4899309,31.133337,103.154945,9.695722,-37.110146
phase2_24_48_ott_v1,20251112_F11_e01__46to48,20251112_F11_e01,mutant,7,cep290_homozygous,46.0,48.0,47.0,-46.43667,-474.10718,48.699955,-32.711277,25.268614,-27.495497,10.604902,21.589167,-6.21034,-32.549683
phase2_24_48_ott_v1,20251205_F01_e01__24to26,20251205_F01_e01,mutant,8,cep290_homozygous,24.0,26.0,25.0,-1247.759,-369.20804,101.14327,7.872299,33.36322,18.932417,71.900566,1.4921507,-37.640053,-83.02591
phase2_24_48_ott_v1,20251205_F01_e01__26to28,20251205_F01_e01,mutant,8,cep290_homozygous,26.0,28.0,27.0,-622.5745,-851.73315,80.909676,-66.455696,71.000626,48.10643,73.11662,26.002022,-44.47322,-73.11778
phase2_24_48_ott_v1,20251205_F01_e01__28to30,20251205_F01_e01,mutant,8,cep290_homozygous,28.0,30.0,29.0,-1009.44653,-653.29846,101.38546,76.48507,-35.410088,15.73448,17.070364,-23.494654,-13.418455,89.398125
phase2_24_48_ott_v1,20251205_F01_e01__30to32,20251205_F01_e01,mutant,8,cep290_homozygous,30.0,32.0,31.0,-287.7183,-947.18744,162.38942,130.55896,19.002209,61.17778,-7.126393,48.256584,14.6512575,15.1908245
phase2_24_48_ott_v1,20251205_F01_e01__32to34,20251205_F01_e01,mutant,8,cep290_homozygous,32.0,34.0,33.0,-83.776375,-731.4539,86.8369,-41.36476,36.633556,-35.595375,-10.21534,40.391464,-28.37778,0.70941436
phase2_24_48_ott_v1,20251205_F01_e01__34to36,20251205_F01_e01,mutant,8,cep290_homozygous,34.0,36.0,35.0,-1088.7631,-812.38727,165.02676,55.71894,-45.455868,34.546436,32.489452,43.01247,-60.932842,59.31288
phase2_24_48_ott_v1,20251205_F01_e01__36to38,20251205_F01_e01,mutant,8,cep290_homozygous,36.0,38.0,37.0,-645.67096,-726.49854,62.090836,-8.276324,-40.714546,-2.5391726,10.539365,-17.987843,-17.179375,66.26048
phase2_24_48_ott_v1,20251205_F01_e01__38to40,20251205_F01_e01,mutant,8,cep290_homozygous,38.0,40.0,39.0,1942.3083,-555.5481,-107.371765,-99.41211,24.618095,-31.585014,-27.791727,88.76551,89.36947,-40.18254
phase2_24_48_ott_v1,20251205_F01_e01__40to42,20251205_F01_e01,mutant,8,cep290_homozygous,40.0,42.0,41.0,-280.05847,-674.19617,80.57076,12.755548,-0.79520816,-30.111677,29.592737,34.05495,20.007114,-23.339016
phase2_24_48_ott_v1,20251205_F01_e01__42to44,20251205_F01_e01,mutant,8,cep290_homozygous,42.0,44.0,43.0,-1042.2954,-729.2422,130.31195,-45.591526,16.458609,-11.294682,-17.602362,35.030487,-17.5718,-34.26677
phase2_24_48_ott_v1,20251205_F01_e01__44to46,20251205_F01_e01,mutant,8,cep290_homozygous,44.0,46.0,45.0,-1297.7068,-763.6741,164.81981,-32.49402,44.482883,19.50948,27.072243,31.782742,-52.74826,-2.7238946
phase2_24_48_ott_v1,20251205_F01_e01__46to48,20251205_F01_e01,mutant,8,cep290_homozygous,46.0,48.0,47.0,123.56778,-654.03754,75.451324,10.18351,6.810544,-4.271696,25.89635,56.853172,-1.5350822,-44.823994
phase2_24_48_ott_v1,20251112_H08_e01__24to26,20251112_H08_e01,mutant,9,cep290_homozygous,24.0,26.0,25.0,-706.1285,-646.88116,103.97234,10.341971,45.034664,9.428122,45.999233,49.39311,-41.714043,-17.3239
phase2_24_48_ott_v1,20251112_H08_e01__26to28,20251112_H08_e01,mutant,9,cep290_homozygous,26.0,28.0,27.0,-237.74562,-689.6243,43.321396,-22.149874,-11.168436,-14.170147,20.5557,12.054888,32.698338,1.787981
phase2_24_48_ott_v1,20251112_H08_e01__28to30,20251112_H08_e01,mutant,9,cep290_homozygous,28.0,30.0,29.0,-1046.8864,-580.79474,61.856903,-14.391381,-13.3903475,33.98858,26.898272,24.669569,-16.6123,-0.9344107
phase2_24_48_ott_v1,20251112_H08_e01__30to32,20251112_H08_e01,mutant,9,cep290_homozygous,30.0,32.0,31.0,-1089.8618,-627.82886,45.79411,7.774122,-57.926067,35.156498,-30.556925,-40.57414,-48.908226,34.12787
phase2_24_48_ott_v1,20251112_H08_e01__32to34,20251112_H08_e01,mutant,9,cep290_homozygous,32.0,34.0,33.0,-3490.6345,-587.9308,372.40796,183.05875,-10.392232,-9.683752,129.07463,55.76615,-185.94705,-9.782317
phase2_24_48_ott_v1,20251112_H08_e01__34to36,20251112_H08_e01,mutant,9,cep290_homozygous,34.0,36.0,35.0,-506.9771,-847.25507,99.87281,7.778848,37.6084,-7.001638,-10.035736,18.283438,-51.93263,-8.453118
phase2_24_48_ott_v1,20251112_H08_e01__36to38,20251112_H08_e01,mutant,9,cep290_homozygous,36.0,38.0,37.0,-1186.8542,-718.21295,175.42204,47.199818,-26.940979,36.95675,17.402065,53.77335,-58.501945,52.755146
phase2_24_48_ott_v1,20251112_H08_e01__38to40,20251112_H08_e01,mutant,9,cep290_homozygous,38.0,40.0,39.0,1215.5599,-696.5067,-122.6053,-185.4301,65.83297,-28.997057,-77.32921,8.426274,4.7555785,-79.91729
phase2_24_48_ott_v1,20251112_H08_e01__40to42,20251112_H08_e01,mutant,9,cep290_homozygous,40.0,42.0,41.0,170.11906,-869.2748,47.641872,-76.77212,-31.336954,-11.88582,-17.964485,25.844627,7.7780848,6.862689
phase2_24_48_ott_v1,20251112_H08_e01__42to44,20251112_H08_e01,mutant,9,cep290_homozygous,42.0,44.0,43.0,903.7769,-660.89996,-107.67074,-82.25715,28.399403,-25.619387,24.199728,-3.1730015,65.07787,-53.61238
phase2_24_48_ott_v1,20251112_H08_e01__44to46,20251112_H08_e01,mutant,9,cep290_homozygous,44.0,46.0,45.0,-1879.6945,-668.5893,238.10495,90.009995,8.870456,-12.809975,60.0498,67.30734,-76.12078,43.979755
phase2_24_48_ott_v1,20251112_H08_e01__46to48,20251112_H08_e01,mutant,9,cep290_homozygous,46.0,48.0,47.0,-404.22327,-708.6659,122.45867,-18.201468,8.3603115,-3.0836565,19.3067,36.909996,6.6978803,-4.936006
phase2_24_48_ott_v1,20251205_A04_e01__24to26,20251205_A04_e01,mutant,10,cep290_homozygous,24.0,26.0,25.0,1978.1206,-1791.0588,236.16656,24.366945,46.868217,-68.32137,-182.35175,-7.287257,-53.025414,-45.878643
phase2_24_48_ott_v1,20251205_A04_e01__26to28,20251205_A04_e01,mutant,10,cep290_homozygous,26.0,28.0,27.0,-1284.5814,-620.4185,147.67796,75.53667,-27.581043,26.808367,69.53596,0.35774484,-54.64548,85.79817
phase2_24_48_ott_v1,20251205_A04_e01__28to30,20251205_A04_e01,mutant,10,cep290_homozygous,28.0,30.0,29.0,-2077.7852,-415.56787,93.16525,19.566305,-22.168259,93.70932,35.773575,28.620756,-122.44602,65.33902
phase2_24_48_ott_v1,20251205_A04_e01__30to32,20251205_A04_e01,mutant,10,cep290_homozygous,30.0,32.0,31.0,1.1941388,-838.83655,47.888718,-26.265228,46.292152,-21.927788,-53.691994,3.9169128,-33.18877,59.8857
phase2_24_48_ott_v1,20251205_A04_e01__32to34,20251205_A04_e01,mutant,10,cep290_homozygous,32.0,34.0,33.0,-1290.9678,-661.23175,169.95786,21.390417,37.269913,23.315218,30.24633,84.625435,-53.525513,-26.062254
phase2_24_48_ott_v1,20251205_A04_e01__34to36,20251205_A04_e01,mutant,10,cep290_homozygous,34.0,36.0,35.0,-1896.7837,-756.44696,259.96927,10.205073,-14.091559,11.252842,32.032272,55.396507,-93.351326,-23.10695
phase2_24_48_ott_v1,20251205_A04_e01__36to38,20251205_A04_e01,mutant,10,cep290_homozygous,36.0,38.0,37.0,-1319.0145,-914.13007,195.82814,16.946913,30.783104,-27.630642,8.592478,14.916933,-44.348263,55.844185
phase2_24_48_ott_v1,20251205_A04_e01__38to40,20251205_A04_e01,mutant,10,cep290_homozygous,38.0,40.0,39.0,-37.60373,-729.3252,95.350395,-26.005775,58.565506,20.450058,7.2523103,49.15748,-24.97704,-32.73709
phase2_24_48_ott_v1,20251205_A04_e01__40to42,20251205_A04_e01,mutant,10,cep290_homozygous,40.0,42.0,41.0,788.39545,-246.24165,-116.466446,-89.66258,86.41638,-41.488655,9.826993,60.937237,-26.122026,-52.39082
phase2_24_48_ott_v1,20251205_A04_e01__42to44,20251205_A04_e01,mutant,10,cep290_homozygous,42.0,44.0,43.0,-1810.1917,-1233.1052,251.61203,-79.57254,60.956028,-43.730072,-32.472515,36.310787,-4.2661,45.229168
phase2_24_48_ott_v1,20251205_A04_e01__44to46,20251205_A04_e01,mutant,10,cep290_homozygous,44.0,46.0,45.0,28930.201,7508.7485,3442.251,35573.87,19850.521,9567.42,-21266.652,3314.3987,-3583.1506,-6601.124
phase2_24_48_ott_v1,20251205_A04_e01__46to48,20251205_A04_e01,mutant,10,cep290_homozygous,46.0,48.0,47.0,-20654.412,25913.16,-3272.4934,125.56789,-210.28499,-2330.431,-1630.8562,28297.998,16694.836,-23.209997
phase2_24_48_ott_v1,20251112_A10_e01__24to26,20251112_A10_e01,mutant,11,cep290_homozygous,24.0,26.0,25.0,-85.44261,-736.3524,62.799816,-44.999973,-12.957091,-5.2111783,-20.32754,32.97025,34.95302,2.5761294
phase2_24_48_ott_v1,20251112_A10_e01__26to28,20251112_A10_e01,mutant,11,cep290_homozygous,26.0,28.0,27.0,-906.779,-704.06287,143.10008,22.976208,-40.224712,16.776064,35.698044,43.633183,-54.18751,-10.02999
phase2_24_48_ott_v1,20251112_A10_e01__28to30,20251112_A10_e01,mutant,11,cep290_homozygous,28.0,30.0,29.0,-1122.2369,-584.1238,78.30617,-44.613125,-64.379425,-15.507765,38.424488,-25.066303,-54.03277,-11.281874
phase2_24_48_ott_v1,20251112_A10_e01__30to32,20251112_A10_e01,mutant,11,cep290_homozygous,30.0,32.0,31.0,-1330.7133,-673.42316,138.52884,8.213674,-8.85968,-7.3033147,14.864781,21.210331,-7.5081005,5.351308
phase2_24_48_ott_v1,20251112_A10_e01__32to34,20251112_A10_e01,mutant,11,cep290_homozygous,32.0,34.0,33.0,707.62366,-716.90234,-50.479973,-132.60045,-9.146072,5.1120687,-46.5373,35.14696,38.05257,-32.05289
phase2_24_48_ott_v1,20251112_A10_e01__34to36,20251112_A10_e01,mutant,11,cep290_homozygous,34.0,36.0,35.0,-3440.226,-1019.3981,293.38724,-171.86739,-57.239674,93.47653,45.472977,109.22033,-108.04165,130.84277
phase2_24_48_ott_v1,20251112_A10_e01__36to38,20251112_A10_e01,mutant,11,cep290_homozygous,36.0,38.0,37.0,-675.19495,-767.59845,113.91958,-114.22717,22.865927,-9.9375305,28.085253,86.42667,-5.1476817,-66.82305
phase2_24_48_ott_v1,20251112_A10_e01__38to40,20251112_A10_e01,mutant,11,cep290_homozygous,38.0,40.0,39.0,-970.1042,-803.576,113.19404,-120.04675,53.178303,7.8780193,45.007324,60.68449,-40.81444,-56.62968
phase2_24_48_ott_v1,20251112_A10_e01__40to42,20251112_A10_e01,mutant,11,cep290_homozygous,40.0,42.0,41.0,-890.063,-744.67804,87.82037,-148.07793,85.96984,-29.697247,-44.92888,66.82266,-4.433757,-63.9312
phase2_24_48_ott_v1,20251112_A10_e01__42to44,20251112_A10_e01,mutant,11,cep290_homozygous,42.0,44.0,43.0,-894.4325,-651.0329,62.073547,-100.52663,44.499763,-9.15187,6.800381,70.25378,-34.627163,-72.06922
phase2_24_48_ott_v1,20251112_A10_e01__44to46,20251112_A10_e01,mutant,11,cep290_homozygous,44.0,46.0,45.0,-223.63432,-770.6657,69.11186,-54.407528,48.803703,-33.457226,13.562125,65.24198,-17.947983,-90.07005
phase2_24_48_ott_v1,20251112_A10_e01__46to48,20251112_A10_e01,mutant,11,cep290_homozygous,46.0,48.0,47.0,509.837,-655.5394,113.2275,30.570986,24.237158,-3.9795094,17.748205,21.092793,1.8949387,-11.99568
phase2_24_48_ott_v1,20251205_G02_e01__24to26,20251205_G02_e01,mutant,12,cep290_homozygous,24.0,26.0,25.0,-3175.4143,590.86707,132.44403,-32.668293,-49.621937,124.17627,156.23456,14.966712,-91.39212,-22.630375
phase2_24_48_ott_v1,20251205_G02_e01__26to28,20251205_G02_e01,mutant,12,cep290_homozygous,26.0,28.0,27.0,2597.8245,-1320.686,7.437161,-306.15344,29.393791,-67.701256,-112.994514,60.779514,171.70685,-139.35971
phase2_24_48_ott_v1,20251205_G02_e01__28to30,20251205_G02_e01,mutant,12,cep290_homozygous,28.0,30.0,29.0,-1126.6348,-842.77686,237.6646,211.65608,-23.131834,84.63816,129.10359,75.8544,-107.255295,90.54736
phase2_24_48_ott_v1,20251205_G02_e01__30to32,20251205_G02_e01,mutant,12,cep290_homozygous,30.0,32.0,31.0,-1791.1837,-505.5221,113.2644,-25.727076,47.052235,74.7139,61.049904,-10.968364,-59.103672,61.899204
phase2_24_48_ott_v1,20251205_G02_e01__32to34,20251205_G02_e01,mutant,12,cep290_homozygous,32.0,34.0,33.0,-1838.6165,-484.0097,207.46739,-17.925644,-63.251945,41.462994,31.750477,42.901073,-0.5755365,-14.1642475
phase2_24_48_ott_v1,20251205_G02_e01__34to36,20251205_G02_e01,mutant,12,cep290_homozygous,34.0,36.0,35.0,2043.9873,-991.5306,0.30739298,-40.38462,111.83848,-29.46901,-90.8892,-51.4575,67.89063,-22.323605
phase2_24_48_ott_v1,20251205_G02_e01__36to38,20251205_G02_e01,mutant,12,cep290_homozygous,36.0,38.0,37.0,-1346.0214,-551.6218,228.15968,-74.65038,-3.970179,57.513237,47.533775,79.667656,-65.25031,-41.10163
phase2_24_48_ott_v1,20251205_G02_e01__38to40,20251205_G02_e01,mutant,12,cep290_homozygous,38.0,40.0,39.0,-2097.3599,-546.68005,218.25748,27.188454,-34.94756,30.609856,114.30478,120.054504,7.2719774,1.99204
phase2_24_48_ott_v1,20251205_G02_e01__40to42,20251205_G02_e01,mutant,12,cep290_homozygous,40.0,42.0,41.0,-798.0374,-633.34503,116.89168,-85.1959,11.153313,17.599834,17.640753,53.24889,16.681099,-39.351
phase2_24_48_ott_v1,20251205_G02_e01__42to44,20251205_G02_e01,mutant,12,cep290_homozygous,42.0,44.0,43.0,-445.83405,-871.3574,171.76653,-11.308362,-1.6884267,-10.419845,19.046797,89.613976,-39.99667,-62.888985
phase2_24_48_ott_v1,20251205_G02_e01__44to46,20251205_G02_e01,mutant,12,cep290_homozygous,44.0,46.0,45.0,-1309.539,-561.00867,165.483,-50.023174,-15.303193,23.998293,41.922123,99.01304,-42.874092,-18.07777
phase2_24_48_ott_v1,20251205_G02_e01__46to48,20251205_G02_e01,mutant,12,cep290_homozygous,46.0,48.0,47.0,524.8428,-656.27,17.49999,-87.67937,16.264393,-23.561152,4.372572,41.041348,3.6834874,-76.49879
phase2_24_48_ott_v1,20251212_A08_e01__24to26,20251212_A08_e01,mutant,13,cep290_homozygous,24.0,26.0,25.0,-821.7226,-971.4555,219.72447,78.43412,46.568672,97.58929,37.57967,75.201996,-58.30768,17.792421
phase2_24_48_ott_v1,20251212_A08_e01__26to28,20251212_A08_e01,mutant,13,cep290_homozygous,26.0,28.0,27.0,-286.79938,-759.4373,55.429813,-2.1723032,-38.425472,5.513135,0.919797,-11.248516,20.670855,5.2592144
phase2_24_48_ott_v1,20251212_A08_e01__28to30,20251212_A08_e01,mutant,13,cep290_homozygous,28.0,30.0,29.0,0.36489248,-716.7265,-9.751616,-158.82971,54.107952,-13.845112,-48.221104,8.086839,-5.7200437,-21.54322
phase2_24_48_ott_v1,20251212_A08_e01__30to32,20251212_A08_e01,mutant,13,cep290_homozygous,30.0,32.0,31.0,-2079.293,-567.1074,183.56242,-144.3977,-5.8257723,89.49004,66.2136,80.6175,-67.895874,-138.0918
phase2_24_48_ott_v1,20251212_A08_e01__32to34,20251212_A08_e01,mutant,13,cep290_homozygous,32.0,34.0,33.0,1019.7144,-696.1391,-24.228619,-108.9211,15.67952,-64.976456,-39.223274,-30.500767,-4.072977,-21.51328
phase2_24_48_ott_v1,20251212_A08_e01__34to36,20251212_A08_e01,mutant,13,cep290_homozygous,34.0,36.0,35.0,-3145.4163,-573.345,482.45728,-46.390728,-105.09256,-31.212626,194.60078,140.48044,-23.05948,-21.044983
phase2_24_48_ott_v1,20251212_A08_e01__36to38,20251212_A08_e01,mutant,13,cep290_homozygous,36.0,38.0,37.0,29.952156,-779.48486,73.5476,-84.28356,60.470066,16.583176,-44.470688,54.958225,-27.253643,-97.88409
phase2_24_48_ott_v1,20251212_A08_e01__38to40,20251212_A08_e01,mutant,13,cep290_homozygous,38.0,40.0,39.0,-377.24115,-812.151,101.90451,-53.388054,53.584663,-6.420455,-15.101002,51.12521,0.5762398,-93.860245
phase2_24_48_ott_v1,20251212_A08_e01__40to42,20251212_A08_e01,mutant,13,cep290_homozygous,40.0,42.0,41.0,1913.0858,-566.5835,-131.70645,41.205738,12.446385,-88.94546,-41.812084,-20.014374,97.64189,4.8549705
phase2_24_48_ott_v1,20251212_A08_e01__42to44,20251212_A08_e01,mutant,13,cep290_homozygous,42.0,44.0,43.0,2150.4382,201.70116,-233.23677,167.1344,-31.77396,-62.39239,125.8897,-75.19807,-48.775097,-1.3883266
phase2_24_48_ott_v1,20251212_A08_e01__44to46,20251212_A08_e01,mutant,13,cep290_homozygous,44.0,46.0,45.0,-1430.2346,-777.55286,166.98152,-9.452486,27.132471,-11.824537,28.943336,84.46943,-61.8378,-15.883416
phase2_24_48_ott_v1,20251212_A08_e01__46to48,20251212_A08_e01,mutant,13,cep290_homozygous,46.0,48.0,47.0,609.452,-625.2874,33.08067,-41.6254,33.007355,-9.137408,-6.7177157,36.29205,11.538383,-52.263233
phase2_24_48_ott_v1,20251212_F08_e01__24to26,20251212_F08_e01,mutant,14,cep290_homozygous,24.0,26.0,25.0,-1225.1952,-561.17847,95.50207,38.484486,64.33482,28.764585,35.59961,43.71723,-49.64584,12.000944
phase2_24_48_ott_v1,20251212_F08_e01__26to28,20251212_F08_e01,mutant,14,cep290_homozygous,26.0,28.0,27.0,-833.8041,-575.0776,-85.25921,42.446323,-45.575413,41.07038,78.29361,-57.256985,-48.515007,95.83755
phase2_24_48_ott_v1,20251212_F08_e01__28to30,20251212_F08_e01,mutant,14,cep290_homozygous,28.0,30.0,29.0,328.58603,-1459.1981,238.51485,72.075035,43.29326,-20.249292,-14.21185,160.36774,26.11088,-2.3843737
phase2_24_48_ott_v1,20251212_F08_e01__30to32,20251212_F08_e01,mutant,14,cep290_homozygous,30.0,32.0,31.0,-1432.2644,-609.2532,211.82133,77.91979,-6.425163,-8.940481,124.3501,74.104164,-102.932655,-41.2575
phase2_24_48_ott_v1,20251212_F08_e01__32to34,20251212_F08_e01,mutant,14,cep290_homozygous,32.0,34.0,33.0,-291.69318,-1230.6212,71.68497,29.098951,-24.76486,-27.157028,-63.796967,22.873987,-0.13396926,42.809658
phase2_24_48_ott_v1,20251212_F08_e01__34to36,20251212_F08_e01,mutant,14,cep290_homozygous,34.0,36.0,35.0,1002.14465,-680.77527,-51.07522,-173.18983,49.345997,-64.76737,-25.693905,41.81637,19.705418,-90.50827
phase2_24_48_ott_v1,20251212_F08_e01__36to38,20251212_F08_e01,mutant,14,cep290_homozygous,36.0,38.0,37.0,-4502.391,-862.11707,495.8626,-265.8212,-69.73995,11.3719015,56.526825,156.29385,-227.29056,42.12477
phase2_24_48_ott_v1,20251212_F08_e01__38to40,20251212_F08_e01,mutant,14,cep290_homozygous,38.0,40.0,39.0,1815.5116,-454.70377,-138.38815,-175.8639,66.67305,-105.44566,-47.858078,-30.821068,55.50535,-30.77605
phase2_24_48_ott_v1,20251212_F08_e01__40to42,20251212_F08_e01,mutant,14,cep290_homozygous,40.0,42.0,41.0,-3111.4778,-1025.9904,278.53165,-291.00333,64.6115,177.84196,10.236454,22.423935,-177.27055,-99.645226
phase2_24_48_ott_v1,20251212_F08_e01__42to44,20251212_F08_e01,mutant,14,cep290_homozygous,42.0,44.0,43.0,2153.8425,-425.2209,-174.37114,-325.82385,173.00108,-85.7633,21.323515,25.55932,44.934544,-171.33482
phase2_24_48_ott_v1,20251212_F08_e01__44to46,20251212_F08_e01,mutant,14,cep290_homozygous,44.0,46.0,45.0,-393.10983,-699.096,61.69789,-92.90223,55.05345,-27.598782,12.454636,12.684916,26.06988,99.00583
phase2_24_48_ott_v1,20251212_F08_e01__46to48,20251212_F08_e01,mutant,14,cep290_homozygous,46.0,48.0,47.0,-1482.6061,-779.35126,179.61191,-83.01843,28.041632,25.634556,25.573332,89.00457,-42.83146,-77.355774
phase2_24_48_ott_v1,20251205_C10_e01__24to26,20251205_C10_e01,mutant,15,cep290_homozygous,24.0,26.0,25.0,-2004.078,156.19908,-13.768887,-212.91547,22.544676,43.786114,94.31711,43.922188,-102.23877,-44.50603
phase2_24_48_ott_v1,20251205_C10_e01__26to28,20251205_C10_e01,mutant,15,cep290_homozygous,26.0,28.0,27.0,577.03455,-1045.1212,130.77344,120.08863,50.626163,4.146268,6.7458677,68.15453,-20.00919,-6.593892
phase2_24_48_ott_v1,20251205_C10_e01__28to30,20251205_C10_e01,mutant,15,cep290_homozygous,28.0,30.0,29.0,1143.7797,-655.96155,-53.636856,-64.466866,-16.878498,-69.9611,-73.77055,-33.686504,63.2071,-83.55684
